,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1359,14,Chemist Inlet,Louise,Johnson,33,Head,Married,Female,Health promotion specialist,None,None
1360,14,Chemist Inlet,Rhys,Johnson,33,Husband,Married,Male,Production manager,None,None
1361,14,Chemist Inlet,Beth,Johnson,9,Daughter,NA,Female,Student,None,NA
1362,14,Chemist Inlet,Mark,Johnson,6,Son,NA,Male,Student,None,NA
1363,15,Chemist Inlet,Susan,Barker,28,Head,Divorced,Female,Fast food restaurant manager,None,Christian
1364,15,Chemist Inlet,Kelly,Barker,7,Daughter,NA,Female,Student,None,NA
1365,15,Chemist Inlet,Maria,Barker,3,Daughter,NA,Female,Child,None,NA
1366,15,Chemist Inlet,Benjamin,Barker,3,Son,NA,Male,Child,None,NA
1367,16,Chemist Inlet,Nicole,Curtis,30,Head,Married,Female,Ship broker,None,None
1368,16,Chemist Inlet,Vincent,Curtis,32,Husband,Married,Male,Colour technologist,None,None
1369,16,Chemist Inlet,Janice,Curtis,5,Daughter,NA,Female,Student,None,NA
1370,16,Chemist Inlet,Vanessa,Curtis,4,Daughter,NA,Female,Child,None,NA
1371,17,Chemist Inlet,Jemma,Sutton,59,Head,Divorced,Female,Unemployed,None,Methodist
1372,17,Chemist Inlet,Gavin,Sutton,33,Son,Single,M,Dramatherapist,None,Methodist
1373,17,Chemist Inlet,Kevin,Sutton,33,Son,Single,Male,Magazine journalist,None,Methodist
1374,18,Chemist Inlet,Elliott,Davies,19,Head,Single,Male,University Student,None,None
1375,18,Chemist Inlet,Glen,Andrews,32,None,Single,Male,Air broker,None,None
1376,18,Chemist Inlet,Amanda,Edwards,18,None,Single,Female,Student,None,NA
1377,18,Chemist Inlet,Fiona,Adams,25,None,Single,Female,Paediatric nurse,None,Catholic
1378,18,Chemist Inlet,Donald,Cox,52,None,Single,Male,Commercial art gallery manager,None,Christian
1379,18,Chemist Inlet,Tracy,Wilkinson,22,None,Single,Female,University Student,None,None
1380,19,Chemist Inlet,Fiona,Bradshaw,35,Head,Single,Female,"Engineer, manufacturing",None,None
1381,19,Chemist Inlet,Julie,Bradshaw,7,Daughter,NA,f,Student,None,NA
1382,20,Chemist Inlet,Ruth,Franklin,50,Head,Single,Female,Adult guidance worker,None,Catholic
1383,20,Chemist Inlet,Phillip,Burns,51,Partner,Single,Male,Lobbyist,None,Catholic
1384,20,Chemist Inlet,Josh,Franklin,23,Son,Divorced,Male,Customer service manager,None,Catholic
1385,20,Chemist Inlet,Darren,Palmer,20,Son,Divorced,Male,University Student,None,Catholic
1386,20,Chemist Inlet,Linda,Palmer,16,Daughter,NA,Female,Student,None,NA
1387,21,Chemist Inlet,Damien,Newman,21,Head,Single,Male,University Student,None,None
1388,21,Chemist Inlet,Natalie,Herbert,20,None,Single,Female,University Student,None,None
1389,22,Chemist Inlet,Patricia,Farrell,67,Head,Widowed,Female,"Scientist, physiological",None,Christian
1390,23,Chemist Inlet,Joe,Ford,35,Head,Single,Male,Consulting civil engineer,None,None
1391,23,Chemist Inlet,Holly,Humphries,47,None,Single,Female,Immigration officer,None,None
1392,24,Chemist Inlet,Katherine,Burton-Hancock,38,Head,Divorced,Female,Unemployed,None,None
1393,24,Chemist Inlet,Clifford,Kay,59,Lodger,Single,Male,Armed forces technical officer,None,Methodist
1394,24,Chemist Inlet,Ellie,Elliott,61,Lodger,Single,Female,"Designer, exhibition/display",None,None
1395,24,Chemist Inlet,Olivia,Fox,24,Visitor,Divorced,Female,Commercial horticulturist,None,None
1396,1,Cambridge Avenue,Francesca,Osborne,30,Head,Married,Female,Unemployed,None,None
1397,1,Cambridge Avenue,Declan,Osborne,31,Husband,Married,Male,Commercial horticulturist,None,None
1398,1,Cambridge Avenue,Laura,Osborne,1,Daughter,NA,Female,Child,None,NA
1399,1,Cambridge Avenue,Brett,Osborne,1,Son,NA,Male,Child,None,NA
1400,1,Cambridge Avenue,Daniel,Knight,35,Lodger,Divorced,Male,"Investment banker, operational",None,None
1401,2,Cambridge Avenue,Carole,Taylor,56,Head,Married,Female,Occupational hygienist,None,None
1402,2,Cambridge Avenue,Leslie,Taylor,58,Husband,Married,Male,"Designer, ceramics/pottery",None,None
1403,2,Cambridge Avenue,Craig,Taylor,28,Son,Single,Male,Community education officer,None,None
1404,3,Cambridge Avenue,Kayleigh,Dale,40,Head,Married,Female,"Geologist, wellsite",None,Catholic
1405,3,Cambridge Avenue,Roger,Dale,38,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
1406,3,Cambridge Avenue,Samantha,Dale,10,Daughter,NA,Female,Student,None,NA
1407,3,Cambridge Avenue,Tracy,Dale,9,Daughter,NA,Female,Student,None,NA
1408,3,Cambridge Avenue,Glen,Dale,7,Son,NA,Male,Student,None,NA
1409,4,Cambridge Avenue,Barbara,Sanderson,36,Head,Married,Female,"Administrator, sports",None,None
1410,4,Cambridge Avenue,Shane,Sanderson,38,Husband,Married,Male,"Geologist, wellsite",None,None
1411,5,Cambridge Avenue,Malcolm,Jarvis,39,Head,Single,Male,Theatre manager,None,Methodist
1412,5,Cambridge Avenue,Rebecca,Simpson,36,Partner,Single,Female,Air traffic controller,None,Methodist
1413,6,Cambridge Avenue,Norman,Chapman,52,Head,Single,Male,"Conservation officer, historic buildings",None,Christian
1414,6,Cambridge Avenue,Cheryl,Smith,31,None,Single,Female,Nature conservation officer,None,None
1415,6,Cambridge Avenue,Francesca,Barker,56,None,Single,Female,Child psychotherapist,None,None
1416,6,Cambridge Avenue,Robert,Walker,47,None,Single,Male,Community pharmacist,None,Catholic
1417,7,Cambridge Avenue,Julie,Rahman,57,Head,Single,f,Child psychotherapist,None,None
1418,7,Cambridge Avenue,Donna,Harris,62,None,Single,Female,Senior tax professional/tax inspector,None,Christian
1419,7,Cambridge Avenue,Alexandra,Bates,43,None,Single,Female,Jewellery designer,None,None
1420,8,Cambridge Avenue,Owen,Jackson,42,Head,Married,Male,Film/video editor,None,None
1421,8,Cambridge Avenue,Gillian,Jackson,42,Wife,Married,Female,Housing manager/officer,None,None
1422,9,Cambridge Avenue,Danielle,Sharp,48,Head,Married,Female,Environmental health practitioner,None,Christian
1423,9,Cambridge Avenue,Philip,Sharp,51,Husband,Married,Male,Textile designer,None,Christian
1424,10,Cambridge Avenue,Wendy,Gill,39,Head,Single,Female,Unemployed,None,Catholic
1425,10,Cambridge Avenue,Barry,Gill,8,Son,NA,Male,Student,Physical Disability,NA
1426,11,Cambridge Avenue,Rosie,Hopkins,71,Head,Married,Female,Retired Hydrographic surveyor,None,None
1427,11,Cambridge Avenue,Josh,Hopkins,73,Husband,Married,Male,"Retired Scientist, water quality",None,None
1428,12,Cambridge Avenue,Denis,Bailey,31,Head,Single,Male,"Psychologist, clinical",None,Muslim
1429,12,Cambridge Avenue,Michael,Hughes,64,None,Single,Male,"Engineer, maintenance (IT)",None,Christian
1430,1,Lunar Falls,Melanie,Lamb,33,Head,Single,Female,"Education officer, community",None,None
1431,2,Lunar Falls,Tracey,Parker,64,Head,Single,Female,Claims inspector/assessor,None,None
1432,3,Lunar Falls,Melissa,Howard,27,Head,Single,Female,Technical author,None,Catholic
1433,4,Lunar Falls,Brenda,Evans,47,Head,Married,Female,Warehouse manager,None,None
1434,4,Lunar Falls,Henry,Evans,48,Husband,Married,Male,"Engineer, control and instrumentation",None,None
1435,4,Lunar Falls,Lesley,Evans,7,Daughter,NA,Female,Student,None,NA
1436,4,Lunar Falls,Carole,Evans,4,Daughter,NA,Female,Child,None,NA
1437,5,Lunar Falls,Lindsey,West,59,Head,Divorced,Female,Higher education lecturer,None,None
1438,6,Lunar Falls,Sean,Mahmood,74,Head,Married,Male,"Retired Merchandiser, retail",None,Christian
1439,6,Lunar Falls,Paula,Mahmood,69,Wife,Married,Female,Unemployed,None,Christian
1440,7,Lunar Falls,Gavin,Richards,36,Head,Married,Male,"Engineer, automotive",None,Catholic
1441,7,Lunar Falls,Anna,Richards,34,Wife,Married,Female,"Lecturer, further education",None,None
1442,8,Lunar Falls,Victor,Reynolds,40,Head,Divorced,Male,Media buyer,None,None
1443,9,Lunar Falls,Elliott,Bell,59,Head,Married,Male,Company secretary,None,Methodist
1444,9,Lunar Falls,Laura,Bell,55,Wife,Married,Female,Soil scientist,None,Methodist
1445,10,Lunar Falls,Matthew,Harris,34,Head,Married,Male,Unemployed,None,None
1446,10,Lunar Falls,Joyce,Harris,31,Wife,Married,Female,Health visitor,None,None
1447,11,Lunar Falls,Alex,Jenkins,72,Head,Married,Male,"Retired Psychologist, forensic",None,None
1448,11,Lunar Falls,Kerry,Jenkins,71,Wife,Married,Female,Retired Broadcast presenter,None,None
1449,12,Lunar Falls,Paige,May,52,Head,Married,Female,Unemployed,None,Christian
1450,12,Lunar Falls,Christian,May,51,Husband,Married,Male,"Psychotherapist, dance movement",None,Christian
1451,13,Lunar Falls,Geraldine,Sharpe,20,Head,Divorced,Female,University Student,None,None
1452,14,Lunar Falls,Sheila,Bartlett,38,Head,Single,Female,Herpetologist,None,Catholic
1453,14,Lunar Falls,Danny,Jackson,39,Partner,Single,Male,Veterinary surgeon,None,None
1454,14,Lunar Falls,Graeme,Bartlett,6,Son,NA,Male,Student,None,NA
1455,1,Bennett Pine,Clive,Roberts,28,Head,Married,Male,Health and safety adviser,None,None
1456,1,Bennett Pine,Carole,Roberts,25,Wife,Married,Female,Health and safety inspector,None,None
1457,2,Bennett Pine,Tracey,Collins,39,Head,Divorced,Female,Logistics and distribution manager,None,Catholic
1458,2,Bennett Pine,Charles,Collins,12,Son,NA,Male,Student,None,NA
1459,3,Bennett Pine,Donald,Parker,83,Head,Married,Male,"Retired Lighting technician, broadcasting/film/video",None,Christian
1460,3,Bennett Pine,Hazel,Parker,80,Wife,Married,Female,"Retired Producer, television/film/video",None,None
1461,4,Bennett Pine,Hazel,Price,63,Head,Divorced,Female,Animator,None,Methodist
1462,5,Bennett Pine,Rebecca,Bull,85,Head,Divorced,Female,Retired Horticultural therapist,None,None
1463,5,Bennett Pine,Gregory,Bull,45,Adopted Son,Single,Male,Information officer,None,None
1464,6,Bennett Pine,Peter,Owen,42,Head,Single,Male,Telecommunications researcher,None,None
1465,6,Bennett Pine,Damian,Smith,40,None,Single,Male,Writer,None,Christian
1466,7,Bennett Pine,Leah,McDonald,79,Head,Widowed,Female,"Retired Designer, exhibition/display",None,Christian
1467,7,Bennett Pine,Sylvia,McDonald,40,Daughter,Single,Female,Unemployed,None,None
1468,7,Bennett Pine,Kim,McDonald,30,Daughter,Single,Female,Unemployed,None,None
1469,8,Bennett Pine,Terry,Kelly,81,Head,Widowed,Male,Retired Product manager,None,Methodist
1470,9,Bennett Pine,Fiona,Miller,19,Head,Single,Female,University Student,None,None
1471,9,Bennett Pine,Hayley,Wilson,22,None,Single,Female,University Student,None,Catholic
1472,9,Bennett Pine,Frances,Sanderson,21,None,Single,Female,University Student,None,Catholic
1473,10,Bennett Pine,Marian,Mason,53,Head,Single,Female,Unemployed,None,Christian
1474,10,Bennett Pine,Bradley,Mason,19,Son,Widowed,Male,University Student,None,None
1475,10,Bennett Pine,Phillip,Mason,19,Son,Single,Male,University Student,None,None
1476,10,Bennett Pine,Stuart,Mason,15,Son,NA,Male,Student,None,NA
1477,10,Bennett Pine,Stewart,Mason,15,Son,NA,Male,Student,None,NA
1478,11,Bennett Pine,Jessica,Cox,42,Head,Single,Female,Unemployed,None,Christian
1479,11,Bennett Pine,Max,Cox,11,Son,NA,Male,Student,None,NA
1480,1,Barrett Vista,Victoria,Jones,71,Head,Married,Female,Retired Contractor,None,Christian
1481,1,Barrett Vista,Jonathan,Jones,76,Husband,Married,Male,"Retired Surveyor, hydrographic",None,Christian
1482,1,Barrett Vista,June,Jones,31,Daughter,Single,Female,Neurosurgeon,None,None
1483,2,Barrett Vista,Lesley,Coleman,78,Head,Married,Female,Retired Jewellery designer,None,Catholic
1484,2,Barrett Vista,Robin,Coleman,80,Husband,Married,Male,Retired Air traffic controller,None,Catholic
1485,3,Barrett Vista,Sarah,Ball,44,Head,Married,Female,Risk manager,None,None
1486,3,Barrett Vista,Carl,Ball,50,Husband,Married,Male,Unemployed,None,Methodist
1487,3,Barrett Vista,Brett,Ball,17,Adopted Son,NA,Male,Student,None,NA
1488,4,Barrett Vista,Paula,Hunter,47,Head,Married,Female,Water engineer,None,Christian
1489,4,Barrett Vista,Russell,Hunter,47,Husband,Married,Male,Theme park manager,None,Christian
1490,4,Barrett Vista,Marcus,Hunter,16,Son,NA,Male, ,None,NA
1491,5,Barrett Vista,Maureen,Pearce,54,Head,Single,Female,"Designer, industrial/product",None,Christian
1492,5,Barrett Vista,Ricky,Hill,58,Partner,Single,Male,Immunologist,None,None
1493,5,Barrett Vista,Bruce,Noble-Pearce,17,Son,NA,Male,Student,None,NA
1494,6,Barrett Vista,Mary,Williams,69,Head,Married,Female,"Retired Surveyor, building control",None,None
1495,6,Barrett Vista,Fiona,Williams,68,Wife,Married,F,Retired Operational investment banker,None,None
1496,6,Barrett Vista,Dominic,Williams,42,Son,Single,Male,Logistics and distribution manager,None,None
1497,6,Barrett Vista,Dominic,Williams,41,Son,Divorced,Male,Pension scheme manager,None,None
1498,6,Barrett Vista,Stanley,Williams,40,Son,Single,Male,Comptroller,None,None
1499,7,Barrett Vista,Emma,Murray,44,Head,Married,Female,Clothing/textile technologist,None,None
1500,7,Barrett Vista,Howard,Murray,43,Husband,Married,Male,Diplomatic Services operational officer,None,None
1501,7,Barrett Vista,June,Murray,9,Daughter,NA,Female,Student,None,NA
1502,7,Barrett Vista,Rita,Murray,5,Daughter,NA,Female,Student,None,NA
1503,8,Barrett Vista,Natasha,Kemp,47,Head,Married,Female,Records manager,None,None
1504,8,Barrett Vista,Kieran,Kemp,58,Husband,Married,Male,"Therapist, horticultural",None,None
1505,8,Barrett Vista,Dylan,Kemp,15,Son,NA,M,Student,None,NA
1506,9,Barrett Vista,Danielle,Wheeler,53,Head,Married,Female,Contractor,None,Christian
1507,9,Barrett Vista,Bryan,Wheeler,53,Husband,Married,Male,Music therapist,None,Christian
1508,9,Barrett Vista,Samuel,Wheeler,13,Son,NA,Male,Student,None,NA
1509,10,Barrett Vista,Sophie,Robson,48,Head,Single,F,Medical laboratory scientific officer,None,None
1510,10,Barrett Vista,Antony,Clark,48,Partner,Single,Male,Sports development officer,None,None
1511,10,Barrett Vista,Sheila,Robson,14,Daughter,NA,Female,Student,None,NA
1512,11,Barrett Vista,Hilary,Kelly,37,Head,Single,Female,Technical sales engineer,None,None
1513,11,Barrett Vista,Denis,Jones,38,Partner,Single,Male,Psychotherapist,None,None
1514,11,Barrett Vista,Josh,Kelly,6,Son,NA,Male,Student,None,NA
1515,12,Barrett Vista,Rosie,Wright,38,Head,Divorced,Female,Unemployed,None,Methodist
1516,12,Barrett Vista,Frances,Wright,1,Adopted Daughter,NA,Female,Child,None, 
1517,12,Barrett Vista,Mathew,Wright,0,Son,NA,Male,Child,None,NA
1518,12,Barrett Vista,Patricia,Ball,47,Cousin,Single,Female,"Engineer, building services",None,Jewish
1519,12,Barrett Vista,Mohammed,Brown,35,Lodger,Divorced,Male,"Administrator, arts",None,Christian
1520,13,Barrett Vista,Brian,Hobbs,37,Head,Married,Male,Tree surgeon,None,Catholic
1521,13,Barrett Vista,Ann,Bond,33,Wife,Married,Female,Unemployed,None,Catholic
1522,13,Barrett Vista,Annette,Hobbs,2,Neice,NA,Female,Child,None,NA
1523,14,Barrett Vista,Charlene,White,96,Head,Married,Female,Retired Chief Technology Officer,None,None
1524,14,Barrett Vista,Sara,White,102,Wife,Married,Female,Retired Educational psychologist,None,None
1525,15,Barrett Vista,Roy,Baldwin,66,Head,Married,Male,"Engineer, water",None,None
1526,15,Barrett Vista,Sharon,Baldwin,69,Wife,Married,Female,"Retired Engineer, manufacturing systems",None,None
1527,16,Barrett Vista,Sophie,Payne,60,Head,Married,Female,Accounting technician,None,Christian
1528,16,Barrett Vista,Joe,Payne-Austin,57,Husband,Married,Male,Bonds trader,None,None
1529,16,Barrett Vista,Laura,Payne-Austin,7,Granddaughter,NA,Female,Student,None,NA
1530,16,Barrett Vista,Richard,Payne-Austin,4,Grandson,NA,Male,Child,None,NA
1531,17,Barrett Vista,Anne,Baker,44,Head,Divorced,Female,Unemployed,None,None
1532,17,Barrett Vista,Mathew,Lewis-Baker,4,Son,NA,Male,Child,None,NA
1533,17,Barrett Vista,Donna,Lewis-Baker,1,Daughter,NA,Female,Child,None,NA
1534,18,Barrett Vista,Hilary,Lee,39,Head,Divorced,Female,Unemployed,None,Catholic
1535,18,Barrett Vista,Luke,Lee,19,Son,Single,Male,Contractor,None,None
1536,18,Barrett Vista,Dale,Lee,19,Son,Divorced,Male,University Student,None,Catholic
1537,19,Barrett Vista,Ellie,Riley,24,Head,Married,Female,Equities trader,None,Methodist
1538,19,Barrett Vista,Dominic,Riley,24,Husband,Married,Male,"Engineer, energy",None,Methodist
1539,19,Barrett Vista,Rita,Riley,6,Daughter,NA,F,Student,None,NA
1540,20,Barrett Vista,Leanne,Reynolds,64,Head,Married,Female,Physiotherapist,None,Christian
1541,20,Barrett Vista,Adrian,Reynolds-Burton,68,Husband,Married,Male,Retired Theme park manager,None,Christian
1542,20,Barrett Vista,Samantha,Reynolds-Burton,41,Daughter,Single,Female,Lobbyist,None,Christian
1543,21,Barrett Vista,Lynne,Evans,44,Head,Married,Female,Veterinary surgeon,None,None
1544,21,Barrett Vista,Jean,Evans,44,Wife,Married,Female,"Engineer, structural",None,None
1545,21,Barrett Vista,Jean,Evans,23,Daughter,Single,Female,Sports development officer,None,None
1546,21,Barrett Vista,Anthony,Evans,22,Son,Single,Male,University Student,None,None
1547,21,Barrett Vista,Ronald,Evans,16,Son,NA,Male,Student,None,NA
1548,22,Barrett Vista,Jasmine,Sharpe,42,Head,Single,Female,Surgeon,None,None
1549,22,Barrett Vista,Lynn,Sharpe,10,Daughter,NA,Female,Student,None,NA
1550,22,Barrett Vista,Linda,Sharpe,7,Daughter,NA,Female,Student,None,NA
1551,22,Barrett Vista,Gavin,Sharpe,6,Son,NA,Male,Student,None,NA
1552,23,Barrett Vista,Kim,Roberts,41,Head,Married,Female,Unemployed,None,None
1553,23,Barrett Vista,Kevin,Roberts,44,Husband,Married,Male,Unemployed,None,None
1554,23,Barrett Vista,Reece,Cox,10,Son,NA,Male,Student,None,NA
1555,23,Barrett Vista,Gail,Cox,5,Daughter,NA,Female,Student,None,NA
1556,23,Barrett Vista,Gary,Cox,3,Son,NA,Male,Child,None,NA
1557,24,Barrett Vista,Robert,Stephens,52,Head,Single,Male,Interpreter,None,Christian
1558,24,Barrett Vista,Kimberley,O'Sullivan,53,None,Single,Female,IT technical support officer,None,Christian
1559,24,Barrett Vista,Lauren,Burns,25,None,Divorced,Female,"Administrator, sports",None,Christian
1560,25,Barrett Vista,Jeffrey,Clarke,60,Head,Married,Male,"Engineer, water",None,None
1561,25,Barrett Vista,Dawn,Clarke,58,Wife,Married,Female,Art gallery manager,None,None
1562,26,Barrett Vista,Tracey,Kirby,43,Head,Married,Female,Electrical engineer,None,None
1563,26,Barrett Vista,Garry,Kirby,46,Husband,Married,Male,"Production designer, theatre/television/film",None,None
1564,26,Barrett Vista,Gillian,Kirby,12,Daughter,NA,Female,Student,None,NA
1565,27,Barrett Vista,Sian,Williams,41,Head,Married,Female,"Engineer, production",None,Catholic
1566,27,Barrett Vista,Mitchell,Williams,40,Husband,Married,Male,Soil scientist,None,None
1567,27,Barrett Vista,Megan,Williams,18,Daughter,Single,Female,Student,None,Catholic
1568,27,Barrett Vista,Wayne,Williams,10,Son,NA,Male,Student,None,NA
1569,27,Barrett Vista,Katherine,Williams,8,Daughter,NA,Female,Student,None,NA
1570,28,Barrett Vista,Pamela,Mitchell,52,Head,Single,Female,Nature conservation officer,None,Christian
1571,28,Barrett Vista,Josh,Webb,53,None,Single,Male,Social researcher,None,Christian
1572,28,Barrett Vista,Timothy,Newman,30,None,Single,Male,Commercial horticulturist,None,None
1573,28,Barrett Vista,Samantha,Lewis,59,None,Single,Female,Health and safety adviser,None,None
